subcategory,word2,deca,mean,tf,df,df.n
human,succession,2010,0.07606679,41,25,0.046382189
NA,NA,2010,0.07606679,41,41,0.076350093
erosion,cover,2020,0.075935232,136,91,0.050809604
cover,erosion,2020,0.075935232,136,91,0.050809604
disturbance,climate,2020,0.075376884,135,70,0.03908431
global.cycles,climate,2020,0.075376884,135,89,0.049692909
climate,disturbance,2020,0.075376884,135,70,0.03908431
climate,global.cycles,2020,0.075376884,135,89,0.049692909
acidification,acidification,2015,0.074893617,88,43,0.036595745
managing,decomposition,2020,0.074818537,134,96,0.05360134
decomposition,managing,2020,0.074818537,134,96,0.05360134
human,chem.property,2020,0.07426019,133,82,0.045784478
chem.property,human,2020,0.07426019,133,82,0.045784478
habitat,compaction,2010,0.074211503,40,23,0.042671614
diversity,contamination,2010,0.074211503,40,20,0.037105751
managing,contamination,2010,0.074211503,40,22,0.040816327
contamination,diversity,2010,0.074211503,40,20,0.037105751
compaction,habitat,2010,0.074211503,40,23,0.042671614
contamination,managing,2010,0.074211503,40,22,0.040816327
economy,agriculture,2010,0.074211503,40,31,0.057513915
agriculture,economy,2010,0.074211503,40,31,0.057513915
phy.property,economy,2015,0.074042553,87,61,0.051914894
economy,phy.property,2015,0.074042553,87,61,0.051914894
deposition,classification,2015,0.074042553,87,63,0.053617021
classification,deposition,2015,0.074042553,87,63,0.053617021
location,human,2015,0.074042553,87,38,0.032340426
human,location,2015,0.074042553,87,38,0.032340426
compaction,aboveground,2015,0.073191489,86,42,0.035744681
aboveground,compaction,2015,0.073191489,86,42,0.035744681
human,chem.property,2015,0.073191489,86,68,0.05787234
chem.property,human,2015,0.073191489,86,68,0.05787234
global.cycles,compaction,2010,0.072356215,39,16,0.029684601
compaction,global.cycles,2010,0.072356215,39,16,0.029684601
sealing,sealing,2015,0.072340426,85,49,0.041702128
global.cycles,filtration,2020,0.072026801,129,71,0.039642658
filtration,global.cycles,2020,0.072026801,129,71,0.039642658
disturbance,deposition,2020,0.072026801,129,64,0.035734227
deposition,disturbance,2020,0.072026801,129,64,0.035734227
policy,diversity,2020,0.070910106,127,85,0.04745952
diversity,policy,2020,0.070910106,127,85,0.04745952
disturbance,amount,2015,0.070638298,83,28,0.023829787
amount,disturbance,2015,0.070638298,83,28,0.023829787
contamination,chem.property,2020,0.070351759,126,65,0.036292574
chem.property,contamination,2020,0.070351759,126,65,0.036292574
relocation,habitat,2020,0.069793412,125,91,0.050809604
habitat,relocation,2020,0.069793412,125,91,0.050809604
deposition,chem.property,2015,0.069787234,82,42,0.035744681
chem.property,deposition,2015,0.069787234,82,42,0.035744681
human,classification,2015,0.069787234,82,59,0.050212766
classification,human,2015,0.069787234,82,59,0.050212766
compaction,belowground,2020,0.068676717,123,19,0.010608599
belowground,compaction,2020,0.068676717,123,19,0.010608599
soil,human,2020,0.068676717,123,80,0.044667783
human,soil,2020,0.068676717,123,80,0.044667783
cover,characteristic,2010,0.06864564,37,24,0.044526902
characteristic,cover,2010,0.06864564,37,24,0.044526902
succession,amount,2010,0.06864564,37,24,0.044526902
amount,succession,2010,0.06864564,37,24,0.044526902
disturbance,acidification,2010,0.06864564,37,8,0.014842301
acidification,disturbance,2010,0.06864564,37,8,0.014842301
succession,agriculture,2020,0.06811837,122,77,0.042992741
landuse,compaction,2020,0.06811837,122,68,0.037967616
environment,contamination,2020,0.06811837,122,77,0.042992741
contamination,environment,2020,0.06811837,122,77,0.042992741
compaction,landuse,2020,0.06811837,122,68,0.037967616
agriculture,succession,2020,0.06811837,122,77,0.042992741
disturbance,climate,2015,0.068085106,80,45,0.038297872
climate,disturbance,2015,0.068085106,80,45,0.038297872
research,amount,2015,0.067234043,79,40,0.034042553
amount,research,2015,0.067234043,79,40,0.034042553
managing,deposition,2015,0.067234043,79,53,0.045106383
deposition,managing,2015,0.067234043,79,53,0.045106383
compaction,classification,2020,0.067001675,120,69,0.038525963
classification,compaction,2020,0.067001675,120,69,0.038525963
degradation,characteristic,2010,0.066790353,36,23,0.042671614
characteristic,degradation,2010,0.066790353,36,23,0.042671614
research,economy,2010,0.066790353,36,21,0.038961039
economy,research,2010,0.066790353,36,21,0.038961039
human,chem.property,2010,0.066790353,36,32,0.059369202
chem.property,human,2010,0.066790353,36,32,0.059369202
research,deposition,2010,0.066790353,36,19,0.035250464
deposition,research,2010,0.066790353,36,19,0.035250464
human,disturbance,2010,0.066790353,36,24,0.044526902
disturbance,human,2010,0.066790353,36,24,0.044526902
stability,managing,2010,0.066790353,36,23,0.042671614
managing,stability,2010,0.066790353,36,23,0.042671614
disturbance,agriculture,2020,0.066443328,119,89,0.049692909
agriculture,disturbance,2020,0.066443328,119,89,0.049692909
erosion,degradation,2020,0.066443328,119,60,0.033500838
degradation,erosion,2020,0.066443328,119,60,0.033500838
location,erosion,2015,0.066382979,78,38,0.032340426
erosion,location,2015,0.066382979,78,38,0.032340426
global.cycles,characteristic,2015,0.065531915,77,51,0.043404255
characteristic,global.cycles,2015,0.065531915,77,51,0.043404255
relocation,deposition,2015,0.065531915,77,48,0.040851064
deposition,relocation,2015,0.065531915,77,48,0.040851064
landuse,chem.property,2020,0.065326633,117,84,0.046901173
habitat,global.cycles,2020,0.065326633,117,70,0.03908431
global.cycles,habitat,2020,0.065326633,117,70,0.03908431
chem.property,landuse,2020,0.065326633,117,84,0.046901173
economy,disturbance,2010,0.064935065,35,19,0.035250464
disturbance,economy,2010,0.064935065,35,19,0.035250464
erosion,amount,2010,0.064935065,35,22,0.040816327
amount,erosion,2010,0.064935065,35,22,0.040816327
cover,belowground,2010,0.064935065,35,20,0.037105751
belowground,cover,2010,0.064935065,35,20,0.037105751
erosion,diversity,2020,0.064768286,116,69,0.038525963
diversity,erosion,2020,0.064768286,116,69,0.038525963
diversity,contamination,2015,0.063829787,75,36,0.030638298
erosion,cover,2015,0.063829787,75,47,0.04
contamination,diversity,2015,0.063829787,75,36,0.030638298
cover,erosion,2015,0.063829787,75,47,0.04
research,relocation,2015,0.063829787,75,39,0.033191489
relocation,research,2015,0.063829787,75,39,0.033191489
relocation,characteristic,2020,0.063651591,114,75,0.041876047
characteristic,relocation,2020,0.063651591,114,75,0.041876047
compaction,aboveground,2020,0.063093244,113,54,0.030150754
aboveground,compaction,2020,0.063093244,113,54,0.030150754
disturbance,cover,2020,0.063093244,113,51,0.028475712
cover,disturbance,2020,0.063093244,113,51,0.028475712
succession,degradation,2010,0.063079777,34,18,0.033395176
habitat,global.cycles,2010,0.063079777,34,23,0.042671614
global.cycles,habitat,2010,0.063079777,34,23,0.042671614
degradation,succession,2010,0.063079777,34,18,0.033395176
succession,agriculture,2010,0.063079777,34,22,0.040816327
filtration,decomposition,2010,0.063079777,34,24,0.044526902
decomposition,filtration,2010,0.063079777,34,24,0.044526902
agriculture,succession,2010,0.063079777,34,22,0.040816327
global.cycles,belowground,2010,0.063079777,34,15,0.027829314
belowground,global.cycles,2010,0.063079777,34,15,0.027829314
economy,agriculture,2015,0.062978723,74,49,0.041702128
agriculture,economy,2015,0.062978723,74,49,0.041702128
research,relocation,2020,0.061418202,110,65,0.036292574
relocation,research,2020,0.061418202,110,65,0.036292574
NA,NA,2015,0.061276596,72,72,0.061381074
landuse,belowground,2010,0.06122449,33,11,0.020408163
belowground,landuse,2010,0.06122449,33,11,0.020408163
erosion,deposition,2010,0.06122449,33,22,0.040816327
deposition,erosion,2010,0.06122449,33,22,0.040816327
cover,belowground,2020,0.060859855,109,58,0.032384143
belowground,cover,2020,0.060859855,109,58,0.032384143
erosion,amount,2020,0.060859855,109,67,0.037409269
amount,erosion,2020,0.060859855,109,67,0.037409269
erosion,diversity,2015,0.060425532,71,44,0.037446809
diversity,erosion,2015,0.060425532,71,44,0.037446809
policy,global.cycles,2020,0.060301508,108,92,0.051367951
global.cycles,policy,2020,0.060301508,108,92,0.051367951
relocation,disturbance,2020,0.060301508,108,72,0.040201005
disturbance,relocation,2020,0.060301508,108,72,0.040201005
soil,contamination,2020,0.059184813,106,72,0.040201005
contamination,soil,2020,0.059184813,106,72,0.040201005
stability,managing,2020,0.059184813,106,57,0.031825796
managing,stability,2020,0.059184813,106,57,0.031825796
sealing,sealing,2020,0.059184813,106,66,0.036850921
habitat,compaction,2015,0.058723404,69,36,0.030638298
compaction,habitat,2015,0.058723404,69,36,0.030638298
habitat,amount,2020,0.058626466,105,60,0.033500838
compaction,chem.property,2020,0.058626466,105,55,0.030709101
chem.property,compaction,2020,0.058626466,105,55,0.030709101
amount,habitat,2020,0.058626466,105,60,0.033500838
compaction,chem.property,2015,0.05787234,68,33,0.028085106
chem.property,compaction,2015,0.05787234,68,33,0.028085106
erosion,economy,2010,0.057513915,31,20,0.037105751
economy,erosion,2010,0.057513915,31,20,0.037105751
salinization,classification,2010,0.057513915,31,8,0.014842301
classification,salinization,2010,0.057513915,31,8,0.014842301
deposition,decomposition,2010,0.057513915,31,19,0.035250464
decomposition,deposition,2010,0.057513915,31,19,0.035250464
amount,agriculture,2015,0.057021277,67,21,0.01787234
filtration,agriculture,2015,0.057021277,67,40,0.034042553
agriculture,amount,2015,0.057021277,67,21,0.01787234
agriculture,filtration,2015,0.057021277,67,40,0.034042553
decomposition,chem.property,2015,0.057021277,67,42,0.035744681
chem.property,decomposition,2015,0.057021277,67,42,0.035744681
diversity,contamination,2020,0.056951424,102,49,0.027359017
policy,contamination,2020,0.056951424,102,43,0.024008934
contamination,diversity,2020,0.056951424,102,49,0.027359017
contamination,policy,2020,0.056951424,102,43,0.024008934
habitat,compaction,2020,0.056393076,101,67,0.037409269
compaction,habitat,2020,0.056393076,101,67,0.037409269
soil,contamination,2015,0.056170213,66,47,0.04
contamination,soil,2015,0.056170213,66,47,0.04
diversity,agriculture,2020,0.055834729,100,58,0.032384143
agriculture,diversity,2020,0.055834729,100,58,0.032384143
economy,aboveground,2010,0.055658627,30,15,0.027829314
policy,cover,2010,0.055658627,30,25,0.046382189
aboveground,economy,2010,0.055658627,30,15,0.027829314
cover,policy,2010,0.055658627,30,25,0.046382189
decomposition,characteristic,2010,0.055658627,30,25,0.046382189
decomposition,cover,2010,0.055658627,30,16,0.029684601
characteristic,decomposition,2010,0.055658627,30,25,0.046382189
cover,decomposition,2010,0.055658627,30,16,0.029684601
managing,human,2010,0.055658627,30,22,0.040816327
human,managing,2010,0.055658627,30,22,0.040816327
managing,inputs,2010,0.055658627,30,19,0.035250464
inputs,managing,2010,0.055658627,30,19,0.035250464
environment,acidification,2010,0.055658627,30,9,0.016697588
acidification,environment,2010,0.055658627,30,9,0.016697588
relocation,agriculture,2015,0.055319149,65,49,0.041702128
agriculture,relocation,2015,0.055319149,65,49,0.041702128
filtration,cover,2020,0.055276382,99,67,0.037409269
cover,filtration,2020,0.055276382,99,67,0.037409269
relocation,chem.property,2020,0.055276382,99,65,0.036292574
chem.property,relocation,2020,0.055276382,99,65,0.036292574
research,amount,2020,0.054718035,98,45,0.025125628
succession,location,2020,0.054718035,98,45,0.025125628
amount,research,2020,0.054718035,98,45,0.025125628
location,succession,2020,0.054718035,98,45,0.025125628
location,agriculture,2015,0.054468085,64,31,0.026382979
agriculture,location,2015,0.054468085,64,31,0.026382979
soil,location,2015,0.054468085,64,25,0.021276596
location,soil,2015,0.054468085,64,25,0.021276596
habitat,degradation,2015,0.054468085,64,43,0.036595745
degradation,habitat,2015,0.054468085,64,43,0.036595745
belowground,agriculture,2020,0.054159687,97,87,0.048576214
agriculture,belowground,2020,0.054159687,97,87,0.048576214
environment,deforestation,2010,0.05380334,29,21,0.038961039
deforestation,environment,2010,0.05380334,29,21,0.038961039
sealing,sealing,2010,0.05380334,29,20,0.037105751
degradation,agriculture,2010,0.05380334,29,22,0.040816327
agriculture,degradation,2010,0.05380334,29,22,0.040816327
filtration,cover,2015,0.053617021,63,45,0.038297872
cover,filtration,2015,0.053617021,63,45,0.038297872
relocation,habitat,2015,0.053617021,63,47,0.04
habitat,relocation,2015,0.053617021,63,47,0.04
economy,aboveground,2015,0.053617021,63,37,0.031489362
location,disturbance,2015,0.053617021,63,28,0.023829787
aboveground,economy,2015,0.053617021,63,37,0.031489362
erosion,economy,2015,0.053617021,63,48,0.040851064
economy,erosion,2015,0.053617021,63,48,0.040851064
disturbance,location,2015,0.053617021,63,28,0.023829787
succession,amount,2020,0.05360134,96,71,0.039642658
amount,succession,2020,0.05360134,96,71,0.039642658
stability,environment,2020,0.05360134,96,56,0.031267448
environment,stability,2020,0.05360134,96,56,0.031267448
filtration,diversity,2015,0.052765957,62,17,0.014468085
diversity,filtration,2015,0.052765957,62,17,0.014468085
relocation,characteristic,2015,0.052765957,62,46,0.039148936
characteristic,relocation,2015,0.052765957,62,46,0.039148936
policy,degradation,2015,0.052765957,62,32,0.027234043
degradation,policy,2015,0.052765957,62,32,0.027234043
location,disturbance,2020,0.052484645,94,47,0.026242323
disturbance,location,2020,0.052484645,94,47,0.026242323
decomposition,characteristic,2020,0.052484645,94,57,0.031825796
characteristic,decomposition,2020,0.052484645,94,57,0.031825796
diversity,degradation,2020,0.052484645,94,57,0.031825796
degradation,diversity,2020,0.052484645,94,57,0.031825796
diversity,compaction,2010,0.051948052,28,9,0.016697588
policy,compaction,2010,0.051948052,28,14,0.025974026
relocation,compaction,2010,0.051948052,28,12,0.022263451
landuse,cover,2010,0.051948052,28,16,0.029684601
compaction,diversity,2010,0.051948052,28,9,0.016697588
cover,landuse,2010,0.051948052,28,16,0.029684601
compaction,policy,2010,0.051948052,28,14,0.025974026
compaction,relocation,2010,0.051948052,28,12,0.022263451
research,decomposition,2010,0.051948052,28,15,0.027829314
decomposition,research,2010,0.051948052,28,15,0.027829314
human,characteristic,2010,0.051948052,28,20,0.037105751
characteristic,human,2010,0.051948052,28,20,0.037105751
degradation,characteristic,2015,0.051914894,61,25,0.021276596
characteristic,degradation,2015,0.051914894,61,25,0.021276596
erosion,decomposition,2015,0.051914894,61,48,0.040851064
decomposition,erosion,2015,0.051914894,61,48,0.040851064
policy,compaction,2015,0.051914894,61,39,0.033191489
compaction,policy,2015,0.051914894,61,39,0.033191489
diversity,cover,2020,0.051367951,92,53,0.029592406
cover,diversity,2020,0.051367951,92,53,0.029592406
relocation,filtration,2020,0.051367951,92,53,0.029592406
filtration,relocation,2020,0.051367951,92,53,0.029592406
succession,disturbance,2015,0.05106383,60,39,0.033191489
disturbance,succession,2015,0.05106383,60,39,0.033191489
climate,belowground,2015,0.05106383,60,40,0.034042553
belowground,climate,2015,0.05106383,60,40,0.034042553
economy,classification,2015,0.05106383,60,46,0.039148936
classification,economy,2015,0.05106383,60,46,0.039148936
managing,human,2020,0.050809604,91,63,0.035175879
